DATE_TIME,AC_POWER_TOTAL
2020-05-16 08:45:00,16185.933333333332
2020-05-16 09:00:00,18243.19761904762
2020-05-16 09:15:00,19529.97857142857
2020-05-16 09:30:00,20727.341428571428
2020-05-16 09:45:00,20661.109047619047
2020-05-16 10:00:00,17418.533333333333
2020-05-16 10:15:00,18185.29238095238
2020-05-16 10:30:00,16192.338571428569
2020-05-16 10:45:00,16632.631904761904
2020-05-16 11:00:00,17139.98380952381
2020-05-16 11:15:00,17346.83238095238
2020-05-16 11:30:00,17839.440000000002
2020-05-16 11:45:00,17051.142857142855
2020-05-16 12:00:00,15727.69904761905
2020-05-16 12:15:00,13366.500952380951
2020-05-16 12:30:00,15586.794285714286
2020-05-16 12:45:00,10827.934285714286
2020-05-16 13:00:00,15991.596666666666
2020-05-16 13:15:00,16168.62
2020-05-16 13:30:00,17497.001904761906
2020-05-16 13:45:00,10322.661904761904
2020-05-16 14:00:00,13678.706666666667
2020-05-16 14:15:00,18474.928095238094
2020-05-16 14:30:00,18605.33714285714
2020-05-16 14:45:00,13503.72619047619
2020-05-16 15:00:00,13624.586190476191
2020-05-16 15:15:00,9587.393333333333
2020-05-16 15:30:00,12347.567619047619
2020-05-16 15:45:00,9889.089523809524
2020-05-16 16:00:00,7112.233809523809
2020-05-16 16:15:00,6883.972857142858
2020-05-16 16:30:00,3559.8066666666664
2020-05-16 16:45:00,2138.552857142857
2020-05-16 17:00:00,2748.0790476190473
2020-05-16 17:15:00,957.4709523809524
2020-05-16 17:30:00,338.8614285714286
2020-05-16 17:45:00,164.02666666666667
2020-05-16 18:00:00,16.682380952380953
2020-05-16 18:15:00,0.0
2020-05-16 18:30:00,0.0
2020-05-16 18:45:00,0.0
2020-05-16 19:00:00,0.0
2020-05-16 19:15:00,0.0
2020-05-16 19:30:00,0.0
2020-05-16 19:45:00,0.0
2020-05-16 20:00:00,0.0
2020-05-16 20:15:00,0.0
2020-05-16 20:30:00,0.0
2020-05-16 20:45:00,0.0
2020-05-16 21:00:00,0.0
2020-05-16 21:15:00,0.0
2020-05-16 21:30:00,0.0
2020-05-16 21:45:00,0.0
2020-05-16 22:00:00,0.0
2020-05-16 22:15:00,0.0
2020-05-16 22:30:00,0.0
2020-05-16 22:45:00,0.0
2020-05-16 23:00:00,0.0
2020-05-16 23:15:00,0.0
2020-05-16 23:30:00,0.0
2020-05-16 23:45:00,0.0
2020-05-17 00:00:00,0.0
2020-05-17 00:15:00,0.0
2020-05-17 00:30:00,0.0
2020-05-17 00:45:00,0.0
2020-05-17 01:00:00,0.0
2020-05-17 01:15:00,0.0
2020-05-17 01:30:00,0.0
2020-05-17 01:45:00,0.0
2020-05-17 02:00:00,0.0
2020-05-17 02:15:00,0.0
2020-05-17 02:30:00,0.0
2020-05-17 02:45:00,0.0
2020-05-17 03:00:00,0.0
2020-05-17 03:15:00,0.0
2020-05-17 03:30:00,0.0
2020-05-17 03:45:00,0.0
2020-05-17 04:00:00,0.0
2020-05-17 04:15:00,0.0
2020-05-17 04:30:00,0.0
2020-05-17 04:45:00,0.0
2020-05-17 05:00:00,0.0
2020-05-17 05:15:00,0.0
2020-05-17 05:30:00,0.0
2020-05-17 05:45:00,0.0
2020-05-17 06:00:00,82.42
2020-05-17 06:15:00,511.97809523809525
2020-05-17 06:30:00,763.4190476190475
2020-05-17 06:45:00,911.5719047619046
2020-05-17 07:00:00,1451.4990476190476
2020-05-17 07:15:00,2183.94
2020-05-17 07:30:00,3989.193333333333
2020-05-17 07:45:00,7145.049047619047
2020-05-17 08:00:00,12086.656666666666
2020-05-17 08:15:00,13104.736666666666
2020-05-17 08:30:00,14295.386666666665
2020-05-17 08:45:00,13655.56238095238
2020-05-17 09:00:00,15533.412857142856
2020-05-17 09:15:00,19986.915238095236
2020-05-17 09:30:00,16923.108095238094
2020-05-17 09:45:00,17327.48
2020-05-17 10:00:00,15616.679047619047
2020-05-17 10:15:00,13140.551904761904
2020-05-17 10:30:00,16912.12857142857
2020-05-17 10:45:00,16411.396666666667
2020-05-17 11:00:00,14787.346666666666
2020-05-17 11:15:00,13496.586666666666
2020-05-17 11:30:00,11845.550476190476
2020-05-17 11:45:00,13976.182380952381
2020-05-17 12:00:00,16085.063809523808
2020-05-17 12:15:00,17576.47333333333
2020-05-17 12:30:00,18270.28619047619
2020-05-17 12:45:00,18082.356666666667
2020-05-17 13:00:00,18087.148095238095
2020-05-17 13:15:00,14492.764285714286
2020-05-17 13:30:00,9615.733333333334
2020-05-17 13:45:00,17538.796666666665
2020-05-17 14:00:00,15788.772380952381
2020-05-17 14:15:00,16807.926666666666
2020-05-17 14:30:00,14498.411428571428
2020-05-17 14:45:00,14224.36
2020-05-17 15:00:00,9218.361428571428
2020-05-17 15:15:00,7849.193333333334
2020-05-17 15:30:00,9132.170476190477
2020-05-17 15:45:00,8906.853333333333
2020-05-17 16:00:00,8950.80380952381
2020-05-17 16:15:00,13719.603296703297
2020-05-17 16:30:00,12855.625714285714
2020-05-17 16:45:00,9753.74238095238
2020-05-17 17:00:00,2887.7533333333336
2020-05-17 17:15:00,3406.6266666666666
2020-05-17 17:30:00,4857.433333333333
2020-05-17 17:45:00,2488.805238095238
2020-05-17 18:00:00,2189.615714285714
2020-05-17 18:15:00,818.02
2020-05-17 18:30:00,151.56857142857143
2020-05-17 18:45:00,0.0
2020-05-17 19:00:00,0.0
2020-05-17 19:15:00,0.0
2020-05-17 19:30:00,0.0
2020-05-17 19:45:00,0.0
2020-05-17 20:00:00,0.0
2020-05-17 20:15:00,0.0
2020-05-17 20:30:00,0.0
2020-05-17 20:45:00,0.0
2020-05-17 21:00:00,0.0
2020-05-17 21:15:00,0.0
2020-05-17 21:30:00,0.0
2020-05-17 21:45:00,0.0
2020-05-17 22:00:00,0.0
2020-05-17 22:15:00,0.0
2020-05-17 22:30:00,0.0
2020-05-17 22:45:00,0.0
2020-05-17 23:00:00,0.0
2020-05-17 23:15:00,0.0
2020-05-17 23:30:00,0.0
2020-05-17 23:45:00,0.0
2020-05-18 00:00:00,0.0
2020-05-18 00:15:00,0.0
2020-05-18 00:30:00,0.0
2020-05-18 00:45:00,0.0
2020-05-18 01:00:00,0.0
2020-05-18 01:15:00,0.0
2020-05-18 01:30:00,0.0
2020-05-18 01:45:00,0.0
2020-05-18 02:00:00,0.0
2020-05-18 02:15:00,0.0
2020-05-18 02:30:00,0.0
2020-05-18 02:45:00,0.0
2020-05-18 03:00:00,0.0
2020-05-18 03:15:00,0.0
2020-05-18 03:30:00,0.0
2020-05-18 03:45:00,0.0
2020-05-18 04:00:00,0.0
2020-05-18 04:15:00,0.0
2020-05-18 04:30:00,0.0
2020-05-18 04:45:00,0.0
2020-05-18 05:00:00,0.0
2020-05-18 05:15:00,0.0
2020-05-18 05:30:00,0.0
2020-05-18 05:45:00,0.0
2020-05-18 06:00:00,0.0
2020-05-18 06:15:00,0.0
2020-05-18 06:30:00,0.0
2020-05-18 06:45:00,0.0
2020-05-18 07:00:00,79.84
2020-05-18 07:15:00,306.9557142857143
2020-05-18 07:30:00,573.0171428571429
2020-05-18 07:45:00,1280.8804761904762
2020-05-18 08:00:00,3661.5666666666666
2020-05-18 08:15:00,6998.562857142857
2020-05-18 08:30:00,9185.917142857143
2020-05-18 08:45:00,12061.288571428571
2020-05-18 09:00:00,12903.672857142858
2020-05-18 09:15:00,14151.030476190475
2020-05-18 09:30:00,16965.243333333332
2020-05-18 09:45:00,16994.854761904764
2020-05-18 10:00:00,15357.569047619047
2020-05-18 10:15:00,15371.218571428572
2020-05-18 10:30:00,10635.972857142857
2020-05-18 10:45:00,13299.558095238095
2020-05-18 11:00:00,17114.22761904762
2020-05-18 11:15:00,16633.34761904762
2020-05-18 11:30:00,16710.66
2020-05-18 11:45:00,17132.396666666664
2020-05-18 12:00:00,16884.27380952381
2020-05-18 12:15:00,15600.797619047618
2020-05-18 12:30:00,17450.61380952381
2020-05-18 12:45:00,14506.186666666666
2020-05-18 13:00:00,14689.093333333334
2020-05-18 13:15:00,15092.814285714287
2020-05-18 13:30:00,16362.933809523809
2020-05-18 13:45:00,15979.515238095239
2020-05-18 14:00:00,16533.730952380953
2020-05-18 14:15:00,16623.013333333332
2020-05-18 14:30:00,16595.72238095238
2020-05-18 14:45:00,17039.24142857143
2020-05-18 15:00:00,16790.788571428573
2020-05-18 15:15:00,14440.97238095238
2020-05-18 15:30:00,11266.753809523809
2020-05-18 15:45:00,10675.909047619047
2020-05-18 16:00:00,13218.83
2020-05-18 16:15:00,12045.251428571428
2020-05-18 16:30:00,8340.515238095239
2020-05-18 16:45:00,5751.407619047619
2020-05-18 17:00:00,5375.12
2020-05-18 17:15:00,4163.998571428571
2020-05-18 17:30:00,2677.177142857143
2020-05-18 17:45:00,1688.5361904761905
2020-05-18 18:00:00,1113.1895238095237
2020-05-18 18:15:00,559.1866666666667
2020-05-18 18:30:00,129.21190476190475
2020-05-18 18:45:00,0.0
2020-05-18 19:00:00,0.0
2020-05-18 19:15:00,0.0
2020-05-18 19:30:00,0.0
2020-05-18 19:45:00,0.0
2020-05-18 20:00:00,0.0
2020-05-18 20:15:00,0.0
2020-05-18 20:30:00,0.0
2020-05-18 20:45:00,0.0
2020-05-18 21:00:00,0.0
2020-05-18 21:15:00,0.0
2020-05-18 21:30:00,0.0
2020-05-18 21:45:00,0.0
2020-05-18 22:00:00,0.0
2020-05-18 22:15:00,0.0
2020-05-18 22:30:00,0.0
2020-05-18 22:45:00,0.0
2020-05-18 23:00:00,0.0
2020-05-18 23:15:00,0.0
2020-05-18 23:30:00,0.0
2020-05-18 23:45:00,0.0
2020-05-19 00:00:00,0.0
2020-05-19 00:15:00,0.0
2020-05-19 00:30:00,0.0
2020-05-19 00:45:00,0.0
2020-05-19 01:00:00,0.0
2020-05-19 01:15:00,0.0
2020-05-19 01:30:00,0.0
2020-05-19 01:45:00,0.0
2020-05-19 02:00:00,0.0
2020-05-19 02:15:00,0.0
2020-05-19 02:30:00,0.0
2020-05-19 02:45:00,0.0
2020-05-19 03:00:00,0.0
2020-05-19 03:15:00,0.0
2020-05-19 03:30:00,0.0
2020-05-19 03:45:00,0.0
2020-05-19 04:00:00,0.0
2020-05-19 04:15:00,0.0
2020-05-19 04:30:00,0.0
2020-05-19 04:45:00,0.0
2020-05-19 05:00:00,0.0
2020-05-19 05:15:00,0.0
2020-05-19 05:30:00,0.0
2020-05-19 05:45:00,0.0
2020-05-19 06:00:00,176.41285714285715
2020-05-19 06:15:00,1046.7938095238096
2020-05-19 06:30:00,1757.1599999999999
2020-05-19 06:45:00,2551.4438095238093
2020-05-19 07:00:00,3154.3061904761903
2020-05-19 07:15:00,7081.259523809524
2020-05-19 07:30:00,10052.331904761904
2020-05-19 07:45:00,9619.6
2020-05-19 08:00:00,9410.369523809524
2020-05-19 08:15:00,9936.558571428572
2020-05-19 08:30:00,10769.661428571428
2020-05-19 08:45:00,7078.862857142857
2020-05-19 09:00:00,13713.406666666666
2020-05-19 09:15:00,9037.463333333333
2020-05-19 09:30:00,7342.032857142857
2020-05-19 09:45:00,7101.947619047619
2020-05-19 10:00:00,8101.325714285714
2020-05-19 10:15:00,3355.3661904761907
2020-05-19 10:30:00,16401.146666666667
2020-05-19 10:45:00,15258.736666666668
2020-05-19 11:00:00,15573.375238095237
2020-05-19 11:15:00,16205.442857142856
2020-05-19 11:30:00,15104.705238095237
2020-05-19 11:45:00,15728.153333333332
2020-05-19 12:00:00,15773.602380952381
2020-05-19 12:15:00,16194.75857142857
2020-05-19 12:30:00,14843.233333333334
2020-05-19 12:45:00,15697.970952380952
2020-05-19 13:00:00,15824.035238095239
2020-05-19 13:15:00,16858.007142857143
2020-05-19 13:30:00,16368.121428571429
2020-05-19 13:45:00,14811.953333333333
2020-05-19 14:00:00,15658.530476190475
2020-05-19 14:15:00,17812.551904761905
2020-05-19 14:30:00,15356.188095238094
2020-05-19 14:45:00,14389.110476190477
2020-05-19 15:00:00,11715.866666666667
2020-05-19 15:15:00,7512.06238095238
2020-05-19 15:30:00,3531.9366666666665
2020-05-19 15:45:00,1764.4796703296704
2020-05-19 16:00:00,0.0
2020-05-19 16:15:00,705.9625
2020-05-19 16:30:00,1740.9571428571428
2020-05-19 16:45:00,787.2266666666667
2020-05-19 17:00:00,457.70666666666665
2020-05-19 17:15:00,140.77333333333334
2020-05-19 17:30:00,0.0
2020-05-19 17:45:00,0.0
2020-05-19 18:00:00,0.0
2020-05-19 18:15:00,35.331428571428575
2020-05-19 18:30:00,16.493333333333332
2020-05-19 18:45:00,0.0
2020-05-19 19:00:00,0.0
2020-05-19 19:15:00,0.0
2020-05-19 19:30:00,0.0
2020-05-19 19:45:00,0.0
2020-05-19 20:00:00,0.0
2020-05-19 20:15:00,0.0
2020-05-19 20:30:00,0.0
2020-05-19 20:45:00,0.0
2020-05-19 21:00:00,0.0
2020-05-19 21:15:00,0.0
2020-05-19 21:30:00,0.0
2020-05-19 21:45:00,0.0
2020-05-19 22:00:00,0.0
2020-05-19 22:15:00,0.0
2020-05-19 22:30:00,0.0
2020-05-19 22:45:00,0.0
2020-05-19 23:00:00,0.0
2020-05-19 23:15:00,0.0
2020-05-19 23:30:00,0.0
2020-05-19 23:45:00,0.0
2020-05-20 00:00:00,0.0
2020-05-20 00:15:00,0.0
2020-05-20 00:30:00,0.0
2020-05-20 00:45:00,0.0
2020-05-20 01:00:00,0.0
2020-05-20 01:15:00,0.0
2020-05-20 01:30:00,0.0
2020-05-20 01:45:00,0.0
2020-05-20 02:00:00,0.0
2020-05-20 02:15:00,0.0
2020-05-20 02:30:00,0.0
2020-05-20 02:45:00,0.0
2020-05-20 03:00:00,0.0
2020-05-20 03:15:00,0.0
2020-05-20 03:30:00,0.0
2020-05-20 03:45:00,0.0
2020-05-20 04:00:00,0.0
2020-05-20 04:15:00,0.0
2020-05-20 04:30:00,0.0
2020-05-20 04:45:00,0.0
2020-05-20 05:00:00,0.0
2020-05-20 05:15:00,0.0
2020-05-20 05:30:00,0.0
2020-05-20 05:45:00,0.0
2020-05-20 06:00:00,176.22
2020-05-20 06:15:00,484.27952380952377
2020-05-20 06:30:00,832.0352380952381
2020-05-20 06:45:00,1296.2466666666667
2020-05-20 07:00:00,1716.5333333333333
2020-05-20 07:15:00,2779.02
2020-05-20 07:30:00,4432.33
2020-05-20 07:45:00,5423.176666666666
2020-05-20 08:00:00,5946.213333333333
2020-05-20 08:15:00,6346.419999999999
2020-05-20 08:30:00,7949.153333333333
2020-05-20 08:45:00,8189.094285714285
2020-05-20 09:00:00,9037.607142857141
2020-05-20 09:15:00,8964.253333333332
2020-05-20 09:30:00,8683.806666666667
2020-05-20 09:45:00,8415.08238095238
2020-05-20 10:00:00,7785.319523809524
2020-05-20 10:15:00,5346.84
2020-05-20 10:30:00,3496.6466666666665
2020-05-20 10:45:00,3669.4266666666667
2020-05-20 11:00:00,3557.437142857143
2020-05-20 11:15:00,3680.0761904761903
2020-05-20 11:30:00,3701.4733333333334
2020-05-20 11:45:00,3843.0133333333333
2020-05-20 12:00:00,5127.686666666667
2020-05-20 12:15:00,5570.975238095239
2020-05-20 12:30:00,5026.708095238095
2020-05-20 12:45:00,5027.66
2020-05-20 13:00:00,4973.773333333333
2020-05-20 13:15:00,4930.326666666666
2020-05-20 13:30:00,4697.182380952381
2020-05-20 13:45:00,4608.08
2020-05-20 14:00:00,4610.5
2020-05-20 14:15:00,15265.65
2020-05-20 14:30:00,16360.106666666667
2020-05-20 14:45:00,16479.213333333333
2020-05-20 15:00:00,19196.88
2020-05-20 15:15:00,18671.693333333333
2020-05-20 15:30:00,18336.806666666667
2020-05-20 15:45:00,16765.018095238094
2020-05-20 16:00:00,13037.862380952381
2020-05-20 16:15:00,9695.44
2020-05-20 16:30:00,7886.786666666667
2020-05-20 16:45:00,7739.733333333334
2020-05-20 17:00:00,6667.336666666666
2020-05-20 17:15:00,5908.103809523809
2020-05-20 17:30:00,5088.523809523809
2020-05-20 17:45:00,3556.122380952381
2020-05-20 18:00:00,2237.480952380952
2020-05-20 18:15:00,1117.4090476190477
2020-05-20 18:30:00,326.64190476190475
2020-05-20 18:45:00,0.0
2020-05-20 19:00:00,0.0
2020-05-20 19:15:00,0.0
2020-05-20 19:30:00,0.0
2020-05-20 19:45:00,0.0
2020-05-20 20:00:00,0.0
2020-05-20 20:15:00,0.0
2020-05-20 20:30:00,0.0
2020-05-20 20:45:00,0.0
2020-05-20 21:00:00,0.0
2020-05-20 21:15:00,0.0
2020-05-20 21:30:00,0.0
2020-05-20 21:45:00,0.0
2020-05-20 22:00:00,0.0
2020-05-20 22:15:00,0.0
2020-05-20 22:30:00,0.0
2020-05-20 22:45:00,0.0
2020-05-20 23:00:00,0.0
2020-05-20 23:15:00,0.0
2020-05-20 23:30:00,0.0
2020-05-20 23:45:00,0.0
2020-05-21 00:00:00,0.0
2020-05-21 00:15:00,0.0
2020-05-21 00:30:00,0.0
2020-05-21 00:45:00,0.0
2020-05-21 01:00:00,0.0
2020-05-21 01:15:00,0.0
2020-05-21 01:30:00,0.0
2020-05-21 01:45:00,0.0
2020-05-21 02:00:00,0.0
2020-05-21 02:15:00,0.0
2020-05-21 02:30:00,0.0
2020-05-21 02:45:00,0.0
2020-05-21 03:00:00,0.0
2020-05-21 03:15:00,0.0
2020-05-21 03:30:00,0.0
2020-05-21 03:45:00,0.0
2020-05-21 04:00:00,0.0
2020-05-21 04:15:00,0.0
2020-05-21 04:30:00,0.0
2020-05-21 04:45:00,0.0
2020-05-21 05:00:00,0.0
2020-05-21 05:15:00,0.0
2020-05-21 05:30:00,0.0
2020-05-21 05:45:00,0.0
2020-05-21 06:00:00,214.14857142857144
2020-05-21 06:15:00,779.9257142857143
2020-05-21 06:30:00,1513.4490476190476
2020-05-21 06:45:00,2281.1466666666665
2020-05-21 07:00:00,3165.3090476190473
2020-05-21 07:15:00,4201.012380952381
2020-05-21 07:30:00,5963.951428571429
2020-05-21 07:45:00,7030.54
2020-05-21 08:00:00,7982.753333333333
2020-05-21 08:15:00,9998.276666666667
2020-05-21 08:30:00,11373.477619047619
2020-05-21 08:45:00,11850.83238095238
2020-05-21 09:00:00,12843.906666666666
2020-05-21 09:15:00,13586.913333333334
2020-05-21 09:30:00,13201.900476190476
2020-05-21 09:45:00,8309.880000000001
2020-05-21 10:00:00,2393.7861904761903
2020-05-21 10:15:00,9702.734761904761
2020-05-21 10:30:00,9075.140000000001
2020-05-21 10:45:00,7946.713333333333
2020-05-21 11:00:00,9207.779523809524
2020-05-21 11:15:00,11992.413333333334
2020-05-21 11:30:00,12315.293333333333
2020-05-21 11:45:00,12403.713333333333
2020-05-21 12:00:00,12015.446666666667
2020-05-21 12:15:00,11421.007142857143
2020-05-21 12:30:00,11343.846666666666
2020-05-21 12:45:00,11322.22
2020-05-21 13:00:00,11846.566666666668
2020-05-21 13:15:00,11766.913333333334
2020-05-21 13:30:00,18816.69714285714
2020-05-21 13:45:00,19810.111904761907
2020-05-21 14:00:00,19278.68666666667
2020-05-21 14:15:00,18881.266666666666
2020-05-21 14:30:00,18591.08952380952
2020-05-21 14:45:00,17306.57
2020-05-21 15:00:00,16722.845238095237
2020-05-21 15:15:00,15324.766666666666
2020-05-21 15:30:00,11466.893333333333
2020-05-21 15:45:00,11515.284285714286
2020-05-21 16:00:00,11248.299047619048
2020-05-21 16:15:00,9426.838095238096
2020-05-21 16:30:00,9271.073333333332
2020-05-21 16:45:00,7353.38
2020-05-21 17:00:00,6277.251428571429
2020-05-21 17:15:00,4868.1238095238095
2020-05-21 17:30:00,3464.165714285714
2020-05-21 17:45:00,2205.6266666666666
2020-05-21 18:00:00,1294.0533333333333
2020-05-21 18:15:00,668.8138095238096
2020-05-21 18:30:00,178.53
2020-05-21 18:45:00,0.0
2020-05-21 19:00:00,0.0
2020-05-21 19:15:00,0.0
2020-05-21 19:30:00,0.0
2020-05-21 19:45:00,0.0
2020-05-21 20:00:00,0.0
2020-05-21 20:15:00,0.0
2020-05-21 20:30:00,0.0
2020-05-21 20:45:00,0.0
2020-05-21 21:00:00,0.0
2020-05-21 21:15:00,0.0
2020-05-21 21:30:00,0.0
2020-05-21 21:45:00,0.0
2020-05-21 22:00:00,0.0
2020-05-21 22:15:00,0.0
2020-05-21 22:30:00,0.0
2020-05-21 22:45:00,0.0
2020-05-21 23:00:00,0.0
2020-05-21 23:15:00,0.0
2020-05-21 23:30:00,0.0
2020-05-21 23:45:00,0.0
2020-05-22 00:00:00,0.0
2020-05-22 00:15:00,0.0
2020-05-22 00:30:00,0.0
2020-05-22 00:45:00,0.0
2020-05-22 01:00:00,0.0
2020-05-22 01:15:00,0.0
2020-05-22 01:30:00,0.0
2020-05-22 01:45:00,0.0
2020-05-22 02:00:00,0.0
2020-05-22 02:15:00,0.0
2020-05-22 02:30:00,0.0
2020-05-22 02:45:00,0.0
2020-05-22 03:00:00,0.0
2020-05-22 03:15:00,0.0
2020-05-22 03:30:00,0.0
2020-05-22 03:45:00,0.0
2020-05-22 04:00:00,0.0
2020-05-22 04:15:00,0.0
2020-05-22 04:30:00,0.0
2020-05-22 04:45:00,0.0
2020-05-22 05:00:00,0.0
2020-05-22 05:15:00,0.0
2020-05-22 05:30:00,0.0
2020-05-22 05:45:00,3.533333333333333
2020-05-22 06:00:00,355.5133333333333
2020-05-22 06:15:00,888.1095238095237
2020-05-22 06:30:00,1828.2133333333334
2020-05-22 06:45:00,2915.945238095238
2020-05-22 07:00:00,3425.3790476190475
2020-05-22 07:15:00,4848.493333333334
2020-05-22 07:30:00,7009.609523809523
2020-05-22 07:45:00,8308.887619047619
2020-05-22 08:00:00,9477.212857142857
2020-05-22 08:15:00,10795.281904761905
2020-05-22 08:30:00,12401.88
2020-05-22 08:45:00,13503.898095238095
2020-05-22 09:00:00,12704.272857142856
2020-05-22 09:15:00,12571.3
2020-05-22 09:30:00,12217.949523809522
2020-05-22 09:45:00,12476.745714285715
2020-05-22 10:00:00,12269.733333333334
2020-05-22 10:15:00,12454.109047619047
2020-05-22 10:30:00,12149.306666666667
2020-05-22 10:45:00,12048.417142857143
2020-05-22 11:00:00,12190.55380952381
2020-05-22 11:15:00,12335.94
2020-05-22 11:30:00,12544.24
2020-05-22 11:45:00,12600.010476190477
2020-05-22 12:00:00,12552.449047619048
2020-05-22 12:15:00,12563.500952380953
2020-05-22 12:30:00,12504.726666666666
2020-05-22 12:45:00,12482.9
2020-05-22 13:00:00,13237.46923076923
2020-05-22 13:15:00,12979.090952380951
2020-05-22 13:30:00,11504.906666666668
2020-05-22 13:45:00,11899.500476190477
2020-05-22 14:00:00,12080.04
2020-05-22 14:15:00,12493.268571428573
2020-05-22 14:30:00,13434.319523809525
2020-05-22 14:45:00,14794.499999999998
2020-05-22 15:00:00,15524.225714285714
2020-05-22 15:15:00,14535.485238095238
2020-05-22 15:30:00,13629.679523809522
